ID,NIT,RAZON SOCIAL,SUPERVISOR,REGIÓN,DEPARTAMENTO_DOMICILIO,CIUDAD_DOMICILIO,MACROSECTOR,INGRESOS_OPERACIONALES_2018,GANANCIA_PERDIDA_2018,TOTAL_ACTIVOS_2018,TOTAL_PASIVOS_2018,TOTAL_PATRIMONIO_2018,INGRESOS_OPERACIONALES_2017,GANANCIA_PERDIDA_2017,TOTAL_ACTIVOS_2017,TOTAL_PASIVOS_2017,TOTAL_PATRIMONIO_2017,GRUPO_EN_NIIF
MINAS Y MINERALES SA SUPERSOCIEDADES Bogotá - Cundinamarca CUNDINAMARCA ZIPAQUIRA-CUNDINAMARCA G4661 - Comercio al por mayor de combustibles sólidos  líquidos  gaseosos y productos conexos COMERCIO
MASTERFOODS COLOMBIA LTDA - EFFEM COLOMBIA LTDA SUPERSOCIEDADES Costa Atlántica ATLANTICO MALAMBO-ATLANTICO C1090 - Elaboración de alimentos preparados para animales MANUFACTURA
INDUSTRIA DE ELECTRODOMESTICOS SAS INDUSEL SAS SUPERSOCIEDADES Bogotá - Cundinamarca BOGOTA D.C. BOGOTA-D.C.-BOGOTA D.C. C2750 - Fabricación de aparatos de uso doméstico MANUFACTURA
COMESTIBLES DAN SA SUPERSOCIEDADES Antioquia ANTIOQUIA ITAGUI-ANTIOQUIA C1011 - Procesamiento y conservación de carne y productos cárnicos MANUFACTURA
STILOTEX S.A.S SUPERSOCIEDADES Bogotá - Cundinamarca BOGOTA D.C. BOGOTA-D.C.-BOGOTA D.C. G4641 - Comercio al por mayor de productos textiles  productos confeccionados para uso doméstico COMERCIO
Bristol Myers Squibb de Colombia SA SUPERSOCIEDADES Costa Pacífica VALLE CALI-VALLE G4645 - Comercio al por mayor de productos farmacéuticos  medicinales  cosméticos y de tocador COMERCIO
SBI INTERNATIONAL HOLDINGS AG SUPERSOCIEDADES Bogotá - Cundinamarca BOGOTA D.C. BOGOTA-D.C.-BOGOTA D.C. F4290 - Construcción de otras obras de ingeniería civil CONSTRUCCIÓN
CORRUGADOS DEL DARIEN S.A.S. SUPERSOCIEDADES Antioquia ANTIOQUIA APARTADO-ANTIOQUIA C1702 - Fabricación de papel y cartón ondulado (corrugado); fabricación de envases  empaques y de embalajes de papel y cartón MANUFACTURA
AMAREY NOVA MEDICAL S.A SUPERSOCIEDADES Bogotá - Cundinamarca BOGOTA D.C. BOGOTA-D.C.-BOGOTA D.C. G4645 - Comercio al por mayor de productos farmacéuticos  medicinales  cosméticos y de tocador COMERCIO
NOVAMED S.A. SUPERSOCIEDADES Costa Atlántica ATLANTICO BARRANQUILLA-ATLANTICO C2100 - Fabricación de productos farmacéuticos  sustancias químicas medicinales y productos botánicos de uso farmacéutico MANUFACTURA
AGROINDUSTRIAS DEL CAUCA SA SUPERSOCIEDADES Costa Pacífica CAUCA GUACHENE-CAUCA C1071 - Elaboración y refinación de azúcar MANUFACTURA
MINIPAK S A S SUPERSOCIEDADES Bogotá - Cundinamarca BOGOTA D.C. BOGOTA-D.C.-BOGOTA D.C. C2221 - Fabricación de formas básicas de plástico MANUFACTURA
SONDA DE COLOMBIA S.A SUPERSOCIEDADES Bogotá - Cundinamarca BOGOTA D.C. BOGOTA-D.C.-BOGOTA D.C. J6202 - Actividades de consultoría informática y actividades de administración de instalaciones informáticas SERVICIOS
DISPRESCO SAS SUPERSOCIEDADES Antioquia ANTIOQUIA ITAGUI-ANTIOQUIA G4632 - Comercio al por mayor de bebidas y tabaco COMERCIO
CELTA SAS SUPERSOCIEDADES Costa Atlántica ATLANTICO SOLEDAD-ATLANTICO C2229 - Fabricación de artículos de plástico n.c.p. MANUFACTURA
TELECENTER PANAMERICANA LTDA SUPERSOCIEDADES Bogotá - Cundinamarca BOGOTA D.C. BOGOTA-D.C.-BOGOTA D.C. N8220 - Actividades de centros de llamadas (Call center) SERVICIOS
AGAVAL SA SUPERSOCIEDADES Antioquia ANTIOQUIA MEDELLIN-ANTIOQUIA G4772 - Comercio al por menor de todo tipo de calzado y artículos de cuero y sucedáneos del cuero en establecimientos especializados COMERCIO
DATA TOOLS SA SUPERSOCIEDADES Bogotá - Cundinamarca BOGOTA D.C. BOGOTA-D.C.-BOGOTA D.C. M7020 - Actividades de consultaría de gestión SERVICIOS
COMERCIALIZADORA HOMAZ SAS SUPERSOCIEDADES Eje Cafetero RISARALDA PEREIRA-RISARALDA G4511 - Comercio de vehículos automotores nuevos COMERCIO
GILAT COLOMBIA S.A.S. E.S.P SUPERSOCIEDADES Bogotá - Cundinamarca BOGOTA D.C. BOGOTA-D.C.-BOGOTA D.C. J6130 - Actividades de telecomunicación satelital SERVICIOS
CAPRESOCA E.P.S. SUPERSALUD Otros CASANARE YOPAL Q8699- Otras actividades de atencion de la salud humana SERVICIOS
AGROMILENIO S.A. SUPERSOCIEDADES Centro - Oriente SANTANDER BUCARAMANGA-SANTANDER G4690 - Comercio al por mayor no especializado COMERCIO
SC JOHNSON & SON COLOMBIANA S.A. SUPERSOCIEDADES Bogotá - Cundinamarca BOGOTA D.C. BOGOTA-D.C.-BOGOTA D.C. G4690 - Comercio al por mayor no especializado COMERCIO
COORDINADORA DE SERVICIOS DE PARQUE CEMENTERIO S.A.S. COORSERPARK S.A.S. SUPERSOCIEDADES Bogotá - Cundinamarca BOGOTA D.C. BOGOTA-D.C.-BOGOTA D.C. S9603 - Pompas fúnebres y actividades relacionadas SERVICIOS
UNIPLES SA SUPERSOCIEDADES Antioquia ANTIOQUIA ENVIGADO-ANTIOQUIA G4690 - Comercio al por mayor no especializado COMERCIO
SEGURIDAD SUPERIOR LIMITADA SUPERVIGILANCIA Bogotá - Cundinamarca BOGOTA D.C. BOGOTA-D.C.-BOGOTA D.C. N8010 - Actividades de seguridad privada SERVICIOS
INDRA SISTEMAS S.A SUCURSAL COLOMBIA SUPERSOCIEDADES Bogotá - Cundinamarca BOGOTA D.C. BOGOTA-D.C.-BOGOTA D.C. J6201 - Actividades de desarrollo de sistemas informáticos (planificación  análisis  diseño  programación  pruebas) SERVICIOS
CROYDON COLOMBIA S.A SUPERSOCIEDADES Bogotá - Cundinamarca BOGOTA D.C. BOGOTA-D.C.-BOGOTA D.C. C1522 - Fabricación de otros tipos de calzado  excepto calzado de cuero y piel MANUFACTURA
H&M HENNES & MAURITZ COLOMBIA S A S SUPERSOCIEDADES Bogotá - Cundinamarca BOGOTA D.C. BOGOTA-D.C.-BOGOTA D.C. G4771 - Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados COMERCIO
IBEROMODA SAS SUPERSOCIEDADES Bogotá - Cundinamarca CUNDINAMARCA CHIA-CUNDINAMARCA G4771 - Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados COMERCIO
DUPONT DE COLOMBIA S.A. SUPERSOCIEDADES Bogotá - Cundinamarca BOGOTA D.C. BOGOTA-D.C.-BOGOTA D.C. G4664 - Comercio al por mayor de productos químicos básicos  cauchos y plásticos en formas primarias y productos químicos de uso agropecuario COMERCIO
AKTOR TECHNICAL SOCIETE ANONYME COLOMBIAN BRANCH SUPERSOCIEDADES Bogotá - Cundinamarca BOGOTA D.C. BOGOTA-D.C.-BOGOTA D.C. F4290 - Construcción de otras obras de ingeniería civil CONSTRUCCIÓN
COASPHARMA S.A.S SUPERSOCIEDADES Bogotá - Cundinamarca BOGOTA D.C. BOGOTA-D.C.-BOGOTA D.C. C2100 - Fabricación de productos farmacéuticos  sustancias químicas medicinales y productos botánicos de uso farmacéutico MANUFACTURA
MHC INGENIERIA Y CONSTRUCCION DE OBRAS CIVILES SAS SUPERSOCIEDADES Bogotá - Cundinamarca BOGOTA D.C. BOGOTA-D.C.-BOGOTA D.C. F4210 - Construcción de carreteras y vías de ferrocarril CONSTRUCCIÓN
EMPAQUES FLEXA S.A.S SUPERSOCIEDADES Costa Pacífica VALLE YUMBO-VALLE C2229 - Fabricación de artículos de plástico n.c.p. MANUFACTURA
GRUNENTHAL COLOMBIANA SA SUPERSOCIEDADES Bogotá - Cundinamarca BOGOTA D.C. BOGOTA-D.C.-BOGOTA D.C. G4645 - Comercio al por mayor de productos farmacéuticos  medicinales  cosméticos y de tocador COMERCIO
COHERPA INGENIEROS CONSTRUCTORES SAS SUPERSOCIEDADES Bogotá - Cundinamarca BOGOTA D.C. BOGOTA-D.C.-BOGOTA D.C. F4210 - Construcción de carreteras y vías de ferrocarril CONSTRUCCIÓN
RESTCAFE SAS SUPERSOCIEDADES Bogotá - Cundinamarca BOGOTA D.C. BOGOTA-D.C.-BOGOTA D.C. I5611 - Expendio a la mesa de comidas preparadas SERVICIOS
HLF Colombia Ltda SUPERSOCIEDADES Bogotá - Cundinamarca BOGOTA D.C. BOGOTA-D.C.-BOGOTA D.C. G4729 - Comercio al por menor de otros productos alimenticios n.c.p.  en establecimientos especializados COMERCIO
CERAMICAS SAN LORENZO INDUSTRIAL DE COLOMBIA S.A. SUPERSOCIEDADES Bogotá - Cundinamarca CUNDINAMARCA SOPO-CUNDINAMARCA C2393 - Fabricación de otros productos de cerámica y porcelana MANUFACTURA
EXTRACTORA CENTRAL SA SUPERSOCIEDADES Centro - Oriente SANTANDER PUERTO-WILCHES-SANTANDER C1030 - Elaboración de aceites y grasas de origen vegetal y animal MANUFACTURA
CONSTRUCCIONES COLOMBIANAS OHL SAS SUPERSOCIEDADES Bogotá - Cundinamarca BOGOTA D.C. BOGOTA-D.C.-BOGOTA D.C. F4210 - Construcción de carreteras y vías de ferrocarril CONSTRUCCIÓN
MEGALINEA S.A SUPERSOCIEDADES Bogotá - Cundinamarca BOGOTA D.C. BOGOTA-D.C.-BOGOTA D.C. N8299 - Otras actividades de servicio de apoyo a las empresas n.c.p. SERVICIOS
LOCERIA COLOMBIANA S.A.S. SUPERSOCIEDADES Antioquia ANTIOQUIA CALDAS-ANTIOQUIA C2393 - Fabricación de otros productos de cerámica y porcelana MANUFACTURA
COMERTEX SAS SUPERSOCIEDADES Centro - Oriente SANTANDER GIRON-SANTANDER G4641 - Comercio al por mayor de productos textiles  productos confeccionados para uso doméstico COMERCIO
TENNIS S.A SUPERSOCIEDADES Antioquia ANTIOQUIA ENVIGADO-ANTIOQUIA C1410 - Confección de prendas de vestir  excepto prendas de piel MANUFACTURA
DISTRIBUCIONES LA NIEVE LTDA SUPERSOCIEDADES Otros META VILLAVICENCIO-META G4690 - Comercio al por mayor no especializado COMERCIO
PLASTIQUIMICA SAS SUPERSOCIEDADES Antioquia ANTIOQUIA SABANETA-ANTIOQUIA C2221 - Fabricación de formas básicas de plástico MANUFACTURA
AGROPECUARIA SAN FERNANDO S.A.S SUPERSOCIEDADES Antioquia ANTIOQUIA AMAGA-ANTIOQUIA C3290 - Otras industrias manufactureras n.c.p. MANUFACTURA
CCF DEL CHOCO SUPERSALUD Costa Pacífica CHOCO QUIBDO Q8699- Otras actividades de atencion de la salud humana SERVICIOS
DREAM REST COLOMBIA SAS SUPERSOCIEDADES Bogotá - Cundinamarca CUNDINAMARCA MOSQUERA-CUNDINAMARCA C3120 - Fabricación de colchones y somieres MANUFACTURA
CONSTRUCCIONES LAS GALIAS SA SUPERSOCIEDADES Bogotá - Cundinamarca BOGOTA D.C. BOGOTA-D.C.-BOGOTA D.C. F4111 - Construcción de edificios residenciales CONSTRUCCIÓN
SEISSA S.A SUPERSOCIEDADES Bogotá - Cundinamarca BOGOTA D.C. BOGOTA-D.C.-BOGOTA D.C. M7010 - Actividades de administración empresarial SERVICIOS
SOCIEDAD DE COMERCIALIZACION INTERNACIONAL RECYCLABLES SAS SUPERSOCIEDADES Costa Atlántica BOLIVAR CARTAGENA-BOLIVAR G4665 - Comercio al por mayor de desperdicios  desechos y chatarra COMERCIO
SI SAS SUPERSOCIEDADES Costa Pacífica VALLE CALI-VALLE G4751 - Comercio al por menor de productos textiles en establecimientos especializados COMERCIO
OTACC S.A. SUPERSOCIEDADES Centro - Oriente SANTANDER BUCARAMANGA-SANTANDER F4290 - Construcción de otras obras de ingeniería civil CONSTRUCCIÓN
ARYSTA LIFESCIENCE COLOMBIA SAS SUPERSOCIEDADES Bogotá - Cundinamarca BOGOTA D.C. BOGOTA-D.C.-BOGOTA D.C. C2012 - Fabricación de abonos y compuestos inorgánicos nitrogenados MANUFACTURA
GE HELATHCARE COLOMBIA S.A.S.. """,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,COMERCIO,166907747,5323017,173815098,111760099,62054999,157169567,15648706,167178724,110446742,56731982,NIIF PLENAS-GRUPO 1
795,860.001.963,AUTOMOTORES LA FLORESTA S.A,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,COMERCIO,166810967,-539405,364709611,150611087,214098524,151593111,-8385110,363376697,148822710,214553987,NIIF PLENAS-GRUPO 1
796,800.166.199,PLASTICOS ESPECIALES SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE,YUMBO-VALLE,MANUFACTURA,166490109,8341642,122378775,73402679,48976096,139364878,3753866,99476951,57537215,41939736,NIIF PYMES-GRUPO 2
797,900.087.151,GRIFFITH FOODS S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MARINILLA-ANTIOQUIA,MANUFACTURA,166313412,149373250,1126924945,191303360,935621585,212681279,184698570,1148642597,130906520,1017736077,NIIF PLENAS-GRUPO 1
798,900.913.341,ARROCERA LA ESMERALDA SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE,JAMUNDI-VALLE,MANUFACTURA,166228341,5906967,72730280,62232211,10498069,66382323,2683199,60063919,55472818,4591101,NIIF PYMES-GRUPO 2
799,800.136.561,CERAMICA ITALIA SA,SUPERSOCIEDADES,Centro - Oriente,NORTE DE SANTANDER,CUCUTA-NORTE DE SANTANDER,MANUFACTURA,166196236,18389825,350914861,223141352,127773509,125289867,11831560,263546422,144620703,118925719,NIIF PLENAS-GRUPO 1
800,890.206.051,PRODUCTORES DE ENVASES FARMACEUTICOS SAS PROENFAR SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,MANUFACTURA,165231433,1409432,30817051,18385307,12431744,160064868,1600304,28342779,16563612,11779167,NIIF PYMES-GRUPO 2
801,900.020.155,FAJOBE SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,COTA-CUNDINAMARCA,COMERCIO,165191905,2486362,30068290,20802927,9265363,168151583,1635407,31226810,23953276,7273534,NIIF PYMES-GRUPO 2
802,860.502.105,SUPERMERCADOS EL RENDIDOR S A,SUPERSOCIEDADES,Costa Pacífica,CAUCA,CORINTO-CAUCA,COMERCIO,164945152,-12983735,103888593,115698264,-11809671,190552280,-5186139,121184492,120010428,1174064,NIIF PLENAS-GRUPO 1
803,805.029.321,Logytech Mobile SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,COTA-CUNDINAMARCA,SERVICIOS,164939526,1687343,41628958,25353997,16274961,150921479,1052587,39791727,25204110,14587617,NIIF PLENAS-GRUPO 1
804,830.106.920,INGENIO CARMELITA S.A.,SUPERSOCIEDADES,Costa Pacífica,VALLE,TULUA-VALLE,MANUFACTURA,164900207,6565888,181124611,112036247,69088364,175970644,6190161,159598644,97076166,62522478,NIIF PLENAS-GRUPO 1
805,811.021.654,PALMAR DE ALTAMIRA S.A.S.,SUPERSOCIEDADES,Costa Pacífica,VALLE,PALMIRA-VALLE,MANUFACTURA,164180940,-64222838,375329639,303074981,72254658,171608722,-8373079,451864235,298814272,153049963,NIIF PLENAS-GRUPO 1
806,900.129.967,LANDERS Y CIA S.A. S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,MANUFACTURA,163941135,13423278,859871572,71577887,788293685,141981009,144659773,787201402,67122688,720078714,NIIF PLENAS-GRUPO 1
807,809.002.625,COMPAÑIA COMERCIAL E INDUSTRIAL LA SABANA AVESCO SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,SERVICIOS,163908181,4484641,90858783,39903219,50955564,152164751,4499258,82281446,35380022,46901424,NIIF PLENAS-GRUPO 1
808,860.020.308,NITRO ENERGY COLOMBIA SAS E.S.P,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,SERVICIOS,163791840,10309550,108743809,42274927,66468882,154273335,10379045,100416550,36813197,63603353,NIIF PYMES-GRUPO 2
809,900.324.176,QUAD GRAPHICS COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,MANUFACTURA,163140445,14065273,146189695,96138183,50051512,154822417,14602878,104923694,68937455,35986239,NIIF PYMES-GRUPO 2
810,830.058.533,PANASONIC DE COLOMBIA S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,COTA-CUNDINAMARCA,COMERCIO,163133808,16273842,116149365,20894751,95254614,156237202,6970482,112488238,33512780,78975458,NIIF PLENAS-GRUPO 1
811,811.000.761,INVERSIONES ELDORADO S.A.S,SUPERSOCIEDADES,Centro - Oriente,BOYACA,DUITAMA-BOYACA,AGROPECUARIO,162789025,21831342,122919097,64170138,58748959,171755483,9368542,99905351,50561908,49343443,NIIF PLENAS-GRUPO 1
812,900.058.852,JANNA MOTORS SAS,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,COMERCIO,162420776,2035580,52825848,36679350,16146498,154006772,861525,55516338,41405420,14110918,NIIF PYMES-GRUPO 2
813,890.905.022,SERVINCLUIDOS LTDA,SUPERSOCIEDADES,Costa Atlántica,BOLIVAR,CARTAGENA-BOLIVAR,SERVICIOS,162338925,1709618,105169802,66221465,38948337,179681409,5087009,75549569,36838738,38710831,NIIF PLENAS-GRUPO 1
814,900.453.688,ESTRATEGIA Y COMERCIO SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,CONSTRUCCIÓN,162030416,-8555653,531113382,508435452,22677930,153378558,-3859231,482381205,459034902,23346303,NIIF PLENAS-GRUPO 1
815,860.000.762,CUMMINS COLOMBIA S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,FUNZA-CUNDINAMARCA,COMERCIO,161985936,-5410824,433456455,140052803,293403652,163417404,-1072619,442603839,133256248,309347591,NIIF PYMES-GRUPO 2
816,901.089.852,REFINADORA NACIONAL DE ACEITES Y GRASAS SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE,CANDELARIA-VALLE,MANUFACTURA,161750948,2097705,52396592,46446604,5949988,57625732,-2402838,32728051,28830889,3897162,NIIF PLENAS-GRUPO 1
817,900.447.078,PETROELECTRICA DE LOS LLANOS LTD SUCURSAL COLOMBIA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,SERVICIOS,161548976,8051517,210610710,207292954,3317756,77944958,702176,143677174,148410935,-4733761,NIIF PLENAS-GRUPO 1
818,800.169.352,COLOMBIA ENERGY DEVELOPMENT CO,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,MINERO-HIDROCARBUROS,161494942,-2865646,209884291,171186477,38697814,158843029,-1873880,215382755,177737710,37645045,NIIF PLENAS-GRUPO 1
819,860.020.369,Comunicaciones del Caribe sas,SUPERSOCIEDADES,Costa Atlántica,SUCRE,SINCELEJO-SUCRE,COMERCIO,161466190,3467559,67014328,32303645,34710683,145813203,2394433,68775128,28966660,39808468,NIIF PLENAS-GRUPO 1
820,900.103.833,AMGEN BIOTECNOLOGICA S A S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,MANUFACTURA,161333515,5097608,26070015,17773786,8296229,177590684,4532173,20109059,12831482,7277577,NIIF PYMES-GRUPO 2
821,890.932.424,ANNAR DIAGNOSTICA IMPORT SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,COMERCIO,161330160,27222100,466151253,202138565,264012688,211700785,8696120,370108777,147450827,222657950,NIIF PLENAS-GRUPO 1
822,891.301.549,AAK COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,MANUFACTURA,160917223,2046237,169300086,117708981,51591105,156733385,1785358,144919469,99333799,45585670,NIIF PLENAS-GRUPO 1
823,800.121.199,SUMMAR PROCESOS SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,SERVICIOS,160830511,3870800,52191023,36473728,15717295,135985431,3070328,44814895,30930145,13884750,NIIF PLENAS-GRUPO 1
824,805.009.691,CIPLAS SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,MANUFACTURA,160642022,-14676631,103793317,65108773,38684544,179433778,6139326,113542443,54613485,58928958,NIIF PYMES-GRUPO 2
825,801.002.644,SERVIOLA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,SERVICIOS,160523238,3982958,139759196,89997905,49761291,168713662,7823773,112558799,66780021,45778778,NIIF PLENAS-GRUPO 1
826,860.006.127,AYURA MOTOR S.A,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ENVIGADO-ANTIOQUIA,COMERCIO,160108905,9563709,115687198,38512355,77174843,144130814,9058252,112048834,41492134,70556700,NIIF PYMES-GRUPO 2
827,860.000.760,C.I CARBONES DE SANTANDER S.A.S,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,COMERCIO,160011054,23437878,143509865,37265163,106244702,165017221,23451271,131054434,48247610,82806824,NIIF PLENAS-GRUPO 1
828,890.913.990,QUIMICOS DEL CAUCA S.A.S,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,MANUFACTURA,159503866,425800,20238785,11864899,8373886,151008355,594635,19781055,11832970,7948085,NIIF PYMES-GRUPO 2
829,860.401.826,CLARIANT COLOMBIA SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,COTA-CUNDINAMARCA,COMERCIO,158825123,1765114,87891566,55688003,32203563,156773737,1748809,70319914,50334304,19985610,NIIF PYMES-GRUPO 2
830,900.317.003,DISTRIBUCIONES HERNANDEZ GOMEZ LTDA,SUPERSOCIEDADES,Otros,META,VILLAVICENCIO-META,COMERCIO,158766837,157834619,1826993603,66939416,1760054187,105057647,104124792,1684495654,137114,1684358540,NIIF PLENAS-GRUPO 1
831,900.693.369,CHANEME COMERCIAL SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,COMERCIO,158748565,6404790,136808284,129990094,6818190,126224661,242313,126120602,125707202,413400,NIIF PLENAS-GRUPO 1
832,800.106.404,ACCIONES Y SERVICIOS SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,SERVICIOS,158662599,588648,28904550,17126502,11778048,161311605,1921499,30236060,18134691,12101369,NIIF PYMES-GRUPO 2
833,830.095.169,ATIEMPO S.A.S,SUPERSOCIEDADES,Costa Atlántica,BOLIVAR,CARTAGENA-BOLIVAR,SERVICIOS,158289543,-510465,107025648,86199364,20826284,138914439,3513814,87366729,66029980,21336749,NIIF PLENAS-GRUPO 1
834,890.922.323,UFINET COLOMBIA SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,SERVICIOS,158172485,1760306,36739408,31484227,5255181,135603403,405488,41858215,38363340,3494875,NIIF PYMES-GRUPO 2
835,890.311.341,AMTEX S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,MANUFACTURA,158154561,1171672,23702282,15786705,7915577,148915349,1368338,24937442,17190177,7747265,NIIF PYMES-GRUPO 2
836,860.510.031,THOMAS GREG & SONS DE COLOMBIA S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,MANUFACTURA,157986183,27980494,186794666,53708233,133086433,106686890,9817388,170749486,59093547,111655939,NIIF PYMES-GRUPO 2
837,830.111.367,TECPETROL COLOMBIA S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,MINERO-HIDROCARBUROS,157955841,-2999538,116220811,69327680,46893131,171484284,2807570,143184372,93291703,49892669,NIIF PLENAS-GRUPO 1
838,830.008.804,PRODUCTOS LACTEOS COLFRANCE CPS EN C EN REORGANIZACION,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,FUQUENE-CUNDINAMARCA,MANUFACTURA,157520601,6066278,84641076,31148923,53492153,16935508,6821020,97252642,43351377,53901265,NIIF PYMES-GRUPO 2
839,900.412.466,ALIANZA MAYORISTA S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ITAGUI-ANTIOQUIA,COMERCIO,157429779,2568508,107576066,93475248,14100818,153979056,758198,85489530,73957221,11532309,NIIF PLENAS-GRUPO 1
840,800.239.064,ROYAL FILMS SAS,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,SERVICIOS,157226415,3238099,126580946,80540108,46040838,147587186,2361491,121195728,81577162,39618566,NIIF PLENAS-GRUPO 1
841,900.356.846,EMPOLLADORA COLOMBIANA SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,AGROPECUARIO,157075801,13598425,236005752,81487795,154517957,62146202,8078381,169171545,104028736,65142809,NIIF PYMES-GRUPO 2
842,900.737.579,SYMRISE LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,MANUFACTURA,156950891,68638,81510585,72490373,9020212,168375118,-468305,65610386,62091633,3518753,NIIF PYMES-GRUPO 2
843,860.002.464,COVAL COMERCIAL S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,COTA-CUNDINAMARCA,COMERCIO,156920642,26548965,859769329,359468388,500300941,139066984,22767176,725450196,241053656,484396540,NIIF PLENAS-GRUPO 1
844,800.153.424,LUCTA gRANCOLOMBIANA S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,TOCANCIPA-CUNDINAMARCA,MANUFACTURA,156815633.89,19158597.49,75788468.91,39908095.23,35880373.68,137166107.30,12576282.38,63305168.61,27093968.94,36211199.67,NIIF PLENAS-GRUPO 1
845,860.090.721,EUROCERAMICA S.A.  EN REORGANIZACION,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,GUARNE-ANTIOQUIA,MANUFACTURA,156430409.62,4556401.15,45468538.03,20415673.99,25052864.05,166618425,6879145,49253462,20486657,28766805,NIIF PLENAS-GRUPO 1
846,900.294.923,FABRICA DE BOLSAS DE PAPEL UNIBOL SAS,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,SOLEDAD-ATLANTICO,MANUFACTURA,156396780,3079606,172142531,103093773,69048758,148151922,3829612,173386478,108340715,65045763,NIIF PLENAS-GRUPO 1
